id,x,y,ux,uy,fintx,finty,bcx,bcy
0,0.10000000000000001,0,0.11879492311533833,0,8.3874324586369342e-13,-0.030920518458644634,0,3
1,1.6684000000000001e-15,0.10000000000000001,0,0.14097116970280413,-0.028241259903469391,1.3440277536747036e-12,1,0
2,0,1,0,0.20000000000000001,-0.016640844565486177,0.016653970745140155,1,4
3,1,1,0.10000000000000001,0.20000000000000001,0.015839015387522967,0.017000099307250913,2,4
4,1,0,0.10000000000000001,0,0.01543641311333935,-0.017874122855593099,2,3
5,0.098078499999999999,0.019508999999999999,0.11718610729514381,0.027414164470929096,2.2791174329739317e-12,3.9115932715105828e-13,0,0
6,0.092387999999999998,0.038268299999999998,0.11066847435744721,0.053949983417280238,1.3389666979335413e-12,5.9601282242915943e-13,0,0
7,0.083146999999999999,0.055557000000000002,0.099112953995750264,0.077767795597812647,7.3957246576883406e-13,5.5212084903999425e-13,0,0
8,0.070710700000000001,0.070710700000000001,0.083556585142017664,0.096378625501887361,5.1272050841100203e-13,4.4112630215309423e-13,0,0
9,0.055557000000000002,0.083146999999999999,0.065870347017033065,0.1155587330788813,4.9130713264552116e-13,5.3156987817569445e-13,0,0
10,0.038268299999999998,0.092387999999999998,0.045668888519531763,0.12945932492963846,5.8213865992235922e-13,1.2322661337507701e-12,0,0
11,0.019508999999999999,0.098078499999999999,0.023116941786214429,0.13784790653570078,6.6700585213495117e-13,3.1289689806160426e-12,0,0
12,0,0.96785699999999997,0,0.19502343315365761,-0.033281964714104703,3.9898639947466563e-17,1,0
13,0,0.93571400000000005,0,0.19005455241167249,-0.033290145319586496,-7.1123662515049091e-17,1,0
14,0,0.90357100000000001,0,0.18510029950239379,-0.033304245409165475,5.377642775528102e-17,1,0
15,0,0.87142900000000001,0,0.18016836606787617,-0.033314056398154955,-1.0928757898653885e-16,1,0
16,0,0.83928599999999998,0,0.17527247154575704,-0.033344248175747847,6.9388939039072284e-18,1,0
17,0,0.80714300000000005,0,0.17041806750486332,-0.033371883835472488,3.1225022567582528e-17,1,0
18,0,0.77500000000000002,0,0.16561574991560296,-0.03339857040014077,2.0816681711721685e-17,1,0
19,0,0.74285699999999999,0,0.16087384288894566,-0.033408984825180003,-3.4694469519536142e-18,1,0
20,0,0.71071399999999996,0,0.15616172254175195,-0.033496804663220033,-7.1123662515049091e-17,1,0
21,0,0.67857100000000004,0,0.15152924769244888,-0.033551570705735403,-1.7347234759768071e-17,1,0
22,0,0.64642900000000003,0,0.14699080560714733,-0.033622097019757977,-5.8980598183211441e-17,1,0
23,0,0.614286,0,0.14256173573115413,-0.033804228378566469,-2.9490299091605721e-17,1,0
24,0,0.58214299999999997,0,0.13827404595169779,-0.033842646023305216,-4.163336342344337e-17,1,0
25,0,0.55000000000000004,0,0.13415873238228662,-0.033975825604508424,7.9797279894933126e-17,1,0
26,0,0.51785700000000001,0,0.13024970928397783,-0.034123889718521871,1.0755285551056204e-16,1,0
