id,x,y,ux,uy,fintx,finty,bcx,bcy
0,0.10000000000000001,0,0.038175919516058435,0,6.1305832372432478e-14,-0.016666703456484196,0,3
1,1.6684000000000001e-15,0.10000000000000001,0,0.048908892550270817,-0.01379636307698511,3.407907636643337e-14,1,0
2,0,1,0,0.10000000000000001,-0.0079156558607473733,0.0084079122852610579,1,4
3,1,1,0.050000000000000003,0.10000000000000001,0.0075362208769201812,0.0085930965096859564,2,4
4,1,0,0.050000000000000003,0,0.0074127968558629579,-0.0089945625951570653,2,3
5,0.098078499999999999,0.019508999999999999,0.038037857440719816,0.0096431486140415718,3.2616444267663525e-13,4.4622291972551409e-14,0,0
6,0.092387999999999998,0.038268299999999998,0.036075835691066802,0.018880346190833914,2.7132939992013938e-13,1.0376942360945662e-13,0,0
7,0.083146999999999999,0.055557000000000002,0.032401936420459285,0.027155044076460255,1.6509189848523675e-13,8.3308360210310184e-14,0,0
8,0.070710700000000001,0.070710700000000001,0.027215608819525963,0.033727729844171161,8.9981407741523967e-14,9.4901517200263186e-14,0,0
9,0.055557000000000002,0.083146999999999999,0.021486846633647541,0.040574105890710942,1.0227764951154308e-13,1.3667631479710729e-13,0,0
10,0.038268299999999998,0.092387999999999998,0.014811042111849691,0.045341907809521818,5.5956473721079092e-14,1.4986468554849253e-13,0,0
11,0.019508999999999999,0.098078499999999999,0.0075110411327013703,0.048069066764013034,2.9505735420036483e-14,1.4636344436783078e-13,0,0
12,0,0.96785699999999997,0,0.09716293332413535,-0.01583176984283298,2.3418766925686896e-17,1,0
13,0,0.93571400000000005,0,0.094327915011909236,-0.015835368724437283,-5.6378512969246231e-17,1,0
14,0,0.90357100000000001,0,0.091496847237792334,-0.015841385289409593,6.4184768611141862e-17,1,0
15,0,0.87142900000000001,0,0.088671864718692248,-0.01584792358079826,-1.3877787807814457e-17,1,0
16,0,0.83928599999999998,0,0.08585637204888498,-0.015861062170607634,-1.6479873021779667e-17,1,0
17,0,0.80714300000000005,0,0.083052090671566992,-0.015874633546199411,8.6736173798840355e-18,1,0
18,0,0.77500000000000002,0,0.080261974394309168,-0.015889407364281124,-1.9949319973733282e-17,1,0
19,0,0.74285699999999999,0,0.077488601070143159,-0.015898375953382525,-4.4235448637408581e-17,1,0
20,0,0.71071399999999996,0,0.074724320157129195,-0.015928838366572818,4.0766001685454967e-17,1,0
