node1_x,node1_y,node2_x,node2_y,node3_x,node3_y,gradNa_node1_x,gradNa_node1_y,gradNa_node2_x,gradNa_node2_y,gradNa_node3_x,gradNa_node3_y,qpWeight
0.42666399999999999,0.65137299999999998,0.41508,0.62093799999999999,0.45134299999999999,0.63819599999999999,-19.096036836199733,40.125135229523174,-14.580396186731015,-27.307399065973662,33.676433022930752,-12.817736163549512,0.00045187386649999983
0.41508,0.62093799999999999,0.43975900000000001,0.607761,0.45134299999999999,0.63819599999999999,-33.676433022930752,12.81773616354951,19.096036836199733,-40.125135229523174,14.580396186731019,27.307399065973662,0.00045187386649999983
0.41508,0.62093799999999999,0.40349600000000002,0.590503,0.43975900000000001,0.607761,-19.096036836199733,40.125135229523174,-14.580396186731015,-27.307399065973662,33.676433022930752,-12.817736163549512,0.00045187386649999983
0.45134299999999999,0.63819599999999999,0.43975900000000001,0.607761,0.476022,0.62502000000000002,-19.09738812494933,40.125649549512509,-14.57947655914777,-27.307749089496724,33.676864684097097,-12.817900460015785,0.00045186807449999967
0.40349600000000002,0.590503,0.42817499999999997,0.57732600000000001,0.43975900000000001,0.607761,-33.67643302293078,12.817736163549585,19.096036836199755,-40.125135229523217,14.580396186731026,27.307399065973634,0.00045187386649999934
0.42817499999999997,0.57732600000000001,0.46443800000000002,0.59458500000000003,0.43975900000000001,0.607761,-14.579476559147757,-27.307749089496703,33.676864684097076,-12.817900460015835,-19.097388124949319,40.125649549512538,0.00045186807449999999
0.42817499999999997,0.57732600000000001,0.45285300000000001,0.56415000000000004,0.46443800000000002,0.59458500000000003,-33.677507836535291,12.819251791892947,19.097752842147646,-40.126415859250244,14.579754994387645,27.307164067357299,0.00045185944500000027
0.43975900000000001,0.607761,0.46443800000000002,0.59458500000000003,0.476022,0.62502000000000002,-33.676864684097097,12.817900460015784,19.09738812494933,-40.125649549512509,14.579476559147768,27.307749089496724,0.00045186807449999967
0.40349600000000002,0.590503,0.39191199999999998,0.56006800000000001,0.42817499999999997,0.57732600000000001,-19.096036836199755,40.125135229523217,-14.580396186731029,-27.30739906597363,33.67643302293078,-12.817736163549586,0.00045187386649999934
0.39191199999999998,0.56006800000000001,0.41659099999999999,0.54689100000000002,0.42817499999999997,0.57732600000000001,-33.676433022930752,12.81773616354951,19.096036836199733,-40.125135229523174,14.580396186731019,27.307399065973662,0.00045187386649999983
0.39191199999999998,0.56006800000000001,0.380328,0.52963300000000002,0.41659099999999999,0.54689100000000002,-19.096036836199733,40.125135229523174,-14.580396186731015,-27.307399065973662,33.676433022930752,-12.817736163549512,0.00045187386649999983
0.42817499999999997,0.57732600000000001,0.41659099999999999,0.54689100000000002,0.45285300000000001,0.56415000000000004,-19.098031286764691,40.125894346176516,-14.579967566742601,-27.307562204923748,33.67799885350729,-12.818332141252768,0.00045185285700000003
0.476022,0.62502000000000002,0.46443800000000002,0.59458500000000003,0.50070000000000003,0.61184300000000003,-19.096679944262821,40.125380005728296,-14.580887219002848,-27.307212172008267,33.677567163265671,-12.818167833720029,0.00045185864900000025
0.46443800000000002,0.59458500000000003,0.489116,0.58140800000000004,0.50070000000000003,0.61184300000000003,-33.677567163265707,12.818167833720103,19.096679944262842,-40.125380005728339,14.580887219002864,27.307212172008235,0.00045185864899999976
0.46443800000000002,0.59458500000000003,0.45285300000000001,0.56415000000000004,0.489116,0.58140800000000004,-19.096401501786261,40.125901475215855,-14.58067461983066,-27.306814014432788,33.677076121616921,-12.819087460783066,0.00045186523749999956
0.50070000000000003,0.61184300000000003,0.489116,0.58140800000000004,0.52537900000000004,0.59866600000000003,-19.096036836199719,40.125135229523202,-14.580396186731003,-27.307399065973641,33.676433022930723,-12.817736163549561,0.00045187386650000021
0.52537900000000004,0.59866600000000003,0.489116,0.58140800000000004,0.51900900000000005,0.57397500000000001,9.4635303404175772,38.059102982120592,-31.436032239371706,8.1101423743387144,21.972501898954128,-46.169245356459307,0.00039271813650000099
0.489116,0.58140800000000004,0.48274600000000001,0.55671599999999999,0.51900900000000005,0.57397500000000001,-21.972938806380057,46.167488263269014,-9.463170180649124,-38.057654541927079,31.436108987029179,-8.1098337213419356,0.00039273308300000144
0.489116,0.58140800000000004,0.45285300000000001,0.56415000000000004,0.48274600000000001,0.55671599999999999,9.4643665555227443,38.057345903179915,-31.435854047480014,8.1097679524723354,21.971487491957269,-46.167113855652246,0.00039273626800000086
0.51900900000000005,0.57397500000000001,0.48274600000000001,0.55671599999999999,0.51263899999999996,0.54928299999999997,9.4631701806491471,38.057654541927022,-31.436108987029254,8.1098337213420972,21.972938806380107,-46.167488263269121,0.00039273308300000052
0.45285300000000001,0.56415000000000004,0.44648399999999999,0.53945799999999999,0.48274600000000001,0.55671599999999999,-21.971695440136756,46.166277671238824,-9.4644561306048107,-38.057706095260649,31.436151570741565,-8.1085715759781749,0.00039273255100000096
0.44648399999999999,0.53945799999999999,0.47637600000000002,0.53202499999999997,0.48274600000000001,0.55671599999999999,-31.437020494561509,8.1103973330507575,21.973192648946661,-46.169423562180114,9.4638278456148477,38.059026229129358,0.00039270579100000066
0.44648399999999999,0.53945799999999999,0.44011400000000001,0.51476599999999995,0.47637600000000002,0.53202499999999997,-21.973629571794138,46.167666465751104,-9.4634676752503673,-38.057577794777799,31.437097247044505,-8.1100886709733047,0.00039272073700000106
0.48274600000000001,0.55671599999999999,0.47637600000000002,0.53202499999999997,0.51263899999999996,0.54928299999999997,-21.972501898954199,46.169245356459321,-9.463530340417611,-38.059102982120578,31.436032239371812,-8.1101423743387429,0.00039271813649999969
